"event","trial","time","PID"
"blur","0","0","44865"
"focus","0","0","44865"
"fullscreenenter","0","4079","44865"
"fullscreenexit","1","58326","44865"
"blur","1","59254","44865"
"focus","1","60608","44865"
"blur","4","148482","44865"
"focus","4","165838","44865"
"blur","156","327248","44865"
"focus","156","328385","44865"
"blur","323","471809","44865"
"focus","323","735254","44865"
"blur","323","738418","44865"
"focus","323","757172","44865"
"blur","485","878144","44865"
"focus","487","881721","44865"
"blur","853","1151006","44865"
"focus","855","1152277","44865"
"blur","929","1207373","44865"
"focus","929","1208361","44865"
"blur","1033","1288089","44865"
"focus","1034","1289351","44865"
"blur","1060","1308309","44865"
"focus","1060","1309135","44865"
"blur","1220","1435795","44865"
"focus","1220","1453479","44865"
"blur","1491","1667471","44865"
"focus","1491","1678033","44865"
"blur","1491","1679771","44865"
"focus","1491","1681811","44865"
"blur","2017","2067220","44865"
"focus","2017","2139735","44865"
"blur","2017","2140482","44865"
"focus","2017","2152199","44865"
"blur","2553","2556922","44865"
"focus","2553","2569358","44865"
"blur","2553","2570507","44865"
"focus","2553","2571963","44865"
"blur","2561","2616912","44865"
"focus","2561","2628290","44865"
