"event","trial","time","PID"
"fullscreenenter","0","1785","94528"
"fullscreenexit","191","207812","94528"
"blur","191","209193","94528"
"focus","193","211533","94528"
"blur","204","220654","94528"
"focus","204","220842","94528"
"blur","204","221176","94528"
"focus","208","224714","94528"
"blur","557","501892","94528"
"focus","560","506176","94528"
"blur","561","506951","94528"
"focus","611","601040","94528"
"blur","717","689055","94528"
"focus","730","712097","94528"
"blur","731","713636","94528"
"focus","755","757526","94528"
"blur","757","758842","94528"
"focus","772","789124","94528"
"blur","774","791417","94528"
"focus","789","819177","94528"
"blur","791","820741","94528"
"focus","792","821948","94528"
"blur","794","825255","94528"
"focus","807","847719","94528"
"blur","808","849877","94528"
"focus","812","856649","94528"
"blur","941","983286","94528"
"focus","943","984855","94528"
"blur","945","986799","94528"
"focus","946","989119","94528"
"blur","2607","2584226","94528"
"focus","2607","2589662","94528"
