"","PID","index","ttype","block","phase","pair_type","S1_stim","S2_stim","S1_img","S2_img","rt","S1_chosen","S1_higher","accuracy","zscored_rt","keypress_S2","rt_keypress_s2","zscored_rt_keypress_s2","keypress_iti","rt_keypress_iti","zscored_rt_keypress_iti","keypress_isi","rt_keypress_isi","zscored_rt_keypress_isi"
"298",93680,135,"response",8,"test","non_adjacent",6,2,"Q.jpg","L.jpg",93,0,0,1,-0.344158905572245,"k",52,-0.76921160802326,"k",186,0.619985029255668,"NaN",NA,NA
"299",93680,136,"response",8,"test","adjacent",2,3,"L.jpg","N.jpg",195,0,1,0,0.713289281013208,"k",151,0.25713516130968,"k",51,-0.779578747107431,"NaN",NA,NA
"300",93680,137,"response",8,"test","adjacent",3,2,"N.jpg","L.jpg",306,0,0,1,1.8640417193562,"k",186,0.619985029255668,"k",258,1.36641904331599,"k",34,-0.95582011153834
"301",93680,138,"response",8,"test","non_adjacent",6,3,"Q.jpg","N.jpg",188,0,0,1,0.640719307424011,"k",202,0.785859254602406,"k",154,0.288236578562193,"k",32,-0.976554389706682
"302",93680,139,"response",8,"test","non_adjacent",5,2,"P.jpg","L.jpg",138,0,0,1,0.122362353215455,"k",107,-0.199018958393849,"k",157,0.319337995814706,"NaN",NA,NA
"303",93680,140,"response",8,"test","non_adjacent",7,1,"O.jpg","M.jpg",286,0,0,1,1.65669893767278,"k",214,0.910264923612459,"k",158,0.329705134898877,"k",6,-1.24610000589513
"304",93680,141,"response",9,"test","non_adjacent",2,5,"L.jpg","P.jpg",42,0,1,0,-0.872882998864971,"k",1,-1.29793570131599,"k",79,-0.48929885275064,"NaN",NA,NA
"305",93680,142,"response",9,"test","non_adjacent",3,7,"N.jpg","O.jpg",23,0,1,0,-1.06985864146422,"k",20,-1.10096005871674,"k",76,-0.520400270003153,"NaN",NA,NA
"306",93680,143,"response",9,"test","non_adjacent",2,6,"L.jpg","Q.jpg",33,0,1,0,-0.966187250622511,"k",43,-0.8625158597808,"k",47,-0.821047303444116,"NaN",NA,NA
"307",93680,144,"response",9,"test","non_adjacent",7,5,"O.jpg","P.jpg",15,0,0,1,-1.15279575413759,"NaN",NA,NA,"k",182,0.578516472918984,"k",99,-0.281956071067218
"308",93680,145,"response",9,"test","non_adjacent",3,6,"N.jpg","Q.jpg",158,0,1,0,0.329705134898877,"k",94,-0.333791766488073,"k",66,-0.624071660844865,"NaN",NA,NA
"309",93680,146,"response",9,"test","non_adjacent",3,5,"N.jpg","P.jpg",175,0,1,0,0.505946499329786,"k",183,0.588883612003155,"k",29,-1.0076558069592,"k",27,-1.02839008512754
"310",93680,147,"response",9,"test","adjacent",7,6,"O.jpg","Q.jpg",228,0,0,1,1.05540487079085,"k",192,0.682187863760695,"k",104,-0.230120375646362,"k",35,-0.945452972454169
"311",93680,148,"response",9,"test","non_adjacent",2,7,"L.jpg","O.jpg",51,0,1,0,-0.779578747107431,"k",65,-0.634438799929036,"k",39,-0.903984416117484,"NaN",NA,NA
"312",93680,149,"response",9,"test","adjacent",6,7,"Q.jpg","O.jpg",144,0,1,0,0.184565187720482,"k",154,0.288236578562193,"k",27,-1.02839008512754,"NaN",NA,NA
"313",93680,150,"response",9,"test","non_adjacent",5,7,"P.jpg","O.jpg",343,0,1,0,2.24762586547053,"k",252,1.30421620881096,"k",63,-0.655173078097378,"k",90,-0.375260322824758
"314",93680,151,"response",9,"test","adjacent",5,4,"P.jpg","R.jpg",313,0,0,1,1.9366116929454,"k",171,0.464477942993102,"k",160,0.35043941306722,"NaN",NA,NA
"315",93680,152,"response",9,"test","adjacent",6,5,"Q.jpg","P.jpg",74,0,0,1,-0.541134548171496,"k",79,-0.48929885275064,"k",195,0.713289281013208,"NaN",NA,NA
"316",93680,153,"response",9,"test","non_adjacent",4,7,"R.jpg","O.jpg",76,0,1,0,-0.520400270003153,"k",94,-0.333791766488073,"k",50,-0.789945886191602,"NaN",NA,NA
"317",93680,154,"response",9,"test","non_adjacent",1,7,"M.jpg","O.jpg",262,0,1,0,1.40788759965267,"k",6,-1.24610000589513,"k",6,-1.24610000589513,"NaN",NA,NA
"318",93680,155,"response",9,"test","non_adjacent",7,4,"O.jpg","R.jpg",111,0,0,1,-0.157550402057165,"k",121,-0.0538790112154536,"k",141,0.153463770467969,"NaN",NA,NA
"319",93680,156,"response",9,"test","non_adjacent",4,6,"R.jpg","Q.jpg",93,0,1,0,-0.344158905572245,"k",107,-0.199018958393849,"k",14,-1.16316289322176,"NaN",NA,NA
"320",93680,157,"response",9,"test","non_adjacent",6,4,"Q.jpg","R.jpg",155,0,0,1,0.298603717646364,"NaN",NA,NA,"k",142,0.16383090955214,"k",90,-0.375260322824758
"321",93680,158,"response",9,"test","adjacent",4,5,"R.jpg","P.jpg",28,0,1,0,-1.01802294604337,"k",10,-1.20463144955845,"k",106,-0.20938609747802,"NaN",NA,NA
"322",93680,159,"response",9,"test","adjacent",5,6,"P.jpg","Q.jpg",204,0,1,0,0.806593532770748,"k",185,0.609617890171497,"k",78,-0.499665991834811,"k",44,-0.852148720696629
"323",93680,160,"response",9,"test","non_adjacent",1,6,"M.jpg","Q.jpg",25,0,1,0,-1.04912436329588,"k",58,-0.707008773518233,"k",164,0.391907969403904,"NaN",NA,NA
"324",93680,161,"response",9,"test","non_adjacent",1,5,"M.jpg","P.jpg",155,0,1,0,0.298603717646364,"k",152,0.267502300393851,"k",60,-0.686274495349891,"k",15,-1.15279575413759
